---------------------------------------------------------------------------------------------------
Отчёт из журанала jReading за последние 3 суток
---------------------------------------------------------------------------------------------------
IdPoint  IdCS 		CodTP  NumZone  ReadingMeter  DateReading		TimeReading  CodErrorReading
---------------------------------------------------------------------------------------------------
31		229691		22		1		0		27.12.2019 0:00:00		00:00:00		1		
31		229691		22		0		0		27.12.2019 0:00:00		00:00:00		1		
32		229691		22		1		0		27.12.2019 0:00:00		00:00:00		1		
32		229691		22		0		0		27.12.2019 0:00:00		00:00:00		1		
33		229691		22		1		0		27.12.2019 0:00:00		00:00:00		1		
33		229691		22		0		0		27.12.2019 0:00:00		00:00:00		1		
34		229691		22		1		0		27.12.2019 0:00:00		00:00:00		1		
34		229691		22		0		0		27.12.2019 0:00:00		00:00:00		1		
37		229692		22		1		0		27.12.2019 0:00:00		00:00:00		1		
37		229692		22		0		0		27.12.2019 0:00:00		00:00:00		1		
37		229693		22		1		0		27.12.2019 0:00:00		00:00:00		1		
37		229693		22		0		0		27.12.2019 0:00:00		00:00:00		1		
38		229693		22		1		0		27.12.2019 0:00:00		00:00:00		1		
38		229693		22		0		0		27.12.2019 0:00:00		00:00:00		1		
39		229693		22		1		0		27.12.2019 0:00:00		00:00:00		1		
39		229693		22		0		0		27.12.2019 0:00:00		00:00:00		1		
40		229693		22		1		0		27.12.2019 0:00:00		00:00:00		1		
40		229693		22		0		0		27.12.2019 0:00:00		00:00:00		1		
40		229694		22		1		0		27.12.2019 0:00:00		00:00:00		1		
40		229694		22		0		0		27.12.2019 0:00:00		00:00:00		1		
41		229694		22		1		0		27.12.2019 0:00:00		00:00:00		1		
41		229694		22		0		0		27.12.2019 0:00:00		00:00:00		1		
42		229694		22		1		0		27.12.2019 0:00:00		00:00:00		1		
42		229694		22		0		0		27.12.2019 0:00:00		00:00:00		1		
43		229694		22		1		0		27.12.2019 0:00:00		00:00:00		1		
43		229694		22		0		0		27.12.2019 0:00:00		00:00:00		1		
44		229695		22		1		0		27.12.2019 0:00:00		00:00:00		1		
44		229695		22		0		0		27.12.2019 0:00:00		00:00:00		1		
49		229696		22		1		0		27.12.2019 0:00:00		00:00:00		1		
49		229696		22		0		0		27.12.2019 0:00:00		00:00:00		1		
67		229703		22		1		0		27.12.2019 0:00:00		00:00:00		1		
67		229703		22		0		0		27.12.2019 0:00:00		00:00:00		1		
68		229703		22		1		0		27.12.2019 0:00:00		00:00:00		1		
68		229703		22		0		0		27.12.2019 0:00:00		00:00:00		1		
69		229703		22		1		0		27.12.2019 0:00:00		00:00:00		1		
69		229703		22		0		0		27.12.2019 0:00:00		00:00:00		1		
70		229703		22		1		0		27.12.2019 0:00:00		00:00:00		1		
70		229703		22		0		0		27.12.2019 0:00:00		00:00:00		1		
82		229708		22		1		0		27.12.2019 0:00:00		00:00:00		1		
82		229708		22		0		0		27.12.2019 0:00:00		00:00:00		1		
83		229708		22		1		0		27.12.2019 0:00:00		00:00:00		1		
83		229708		22		0		0		27.12.2019 0:00:00		00:00:00		1		
84		229708		22		1		0		27.12.2019 0:00:00		00:00:00		1		
84		229708		22		0		0		27.12.2019 0:00:00		00:00:00		1		
85		229708		22		1		0		27.12.2019 0:00:00		00:00:00		1		
85		229708		22		0		0		27.12.2019 0:00:00		00:00:00		1		
89		229710		22		1		0		27.12.2019 0:00:00		00:00:00		1		
89		229710		22		0		0		27.12.2019 0:00:00		00:00:00		1		
