---------------------------------------------------------------------------------------------------
Отчёт из журанала jReading по проекту № 102 для счётчика типа Mercury
---------------------------------------------------------------------------------------------------
IdPoint  IdCS CodTP  NumZone  ReadingMeter  DateReading     TimeReading  CodErrorReading  CodProject
---------------------------------------------------------------------------------------------------
1272		1466		22		1		0		03.01.2019 0:00:00		00:00:00		1		102		
1272		1466		22		0		0		03.01.2019 0:00:00		00:00:00		1		102		
943		2082		22		1		0		04.01.2019 0:00:00		00:00:00		1		102		
943		2082		22		0		0		04.01.2019 0:00:00		00:00:00		1		102		
943		2720		22		1		0		05.01.2019 0:00:00		00:00:00		1		102		
943		2720		22		0		0		05.01.2019 0:00:00		00:00:00		1		102		
1272		3380		22		1		0		06.01.2019 0:00:00		00:00:00		1		102		
1272		3380		22		0		0		06.01.2019 0:00:00		00:00:00		1		102		
1509		3396		22		1		0		06.01.2019 0:00:00		00:00:00		1		102		
1509		3396		22		0		0		06.01.2019 0:00:00		00:00:00		1		102		
1658		3406		22		1		0		06.01.2019 0:00:00		00:00:00		1		102		
1658		3406		22		0		0		06.01.2019 0:00:00		00:00:00		1		102		
1272		4018		22		1		0		07.01.2019 0:00:00		00:00:00		1		102		
1272		4018		22		0		0		07.01.2019 0:00:00		00:00:00		1		102		
1459		4031		22		1		0		07.01.2019 0:00:00		00:00:00		1		102		
1459		4031		22		0		0		07.01.2019 0:00:00		00:00:00		1		102		
1619		5317		22		1		0		09.01.2019 0:00:00		00:00:00		1		102		
1619		5317		22		0		0		09.01.2019 0:00:00		00:00:00		1		102		
1272		5932		22		1		0		10.01.2019 0:00:00		00:00:00		1		102		
1272		5932		22		0		0		10.01.2019 0:00:00		00:00:00		1		102		
1459		6583		22		1		0		11.01.2019 0:00:00		00:00:00		1		102		
1459		6583		22		0		0		11.01.2019 0:00:00		00:00:00		1		102		
1509		6586		22		1		0		11.01.2019 0:00:00		00:00:00		1		102		
1509		6586		22		0		0		11.01.2019 0:00:00		00:00:00		1		102		
1619		6593		22		1		0		11.01.2019 0:00:00		00:00:00		1		102		
1619		6593		22		0		0		11.01.2019 0:00:00		00:00:00		1		102		
1619		7231		22		1		0		12.01.2019 0:00:00		00:00:00		1		102		
1619		7231		22		0		0		12.01.2019 0:00:00		00:00:00		1		102		
1658		7234		22		1		0		12.01.2019 0:00:00		00:00:00		1		102		
1658		7234		22		0		0		12.01.2019 0:00:00		00:00:00		1		102		
1509		7862		22		1		0		13.01.2019 0:00:00		00:00:00		1		102		
1509		7862		22		0		0		13.01.2019 0:00:00		00:00:00		1		102		
1658		8510		22		1		0		14.01.2019 0:00:00		00:00:00		1		102		
1658		8510		22		0		0		14.01.2019 0:00:00		00:00:00		1		102		
943		9100		22		1		0		15.01.2019 0:00:00		00:00:00		1		102		
943		9100		22		0		0		15.01.2019 0:00:00		00:00:00		1		102		
1658		9148		22		1		0		15.01.2019 0:00:00		00:00:00		1		102		
1658		9148		22		0		0		15.01.2019 0:00:00		00:00:00		1		102		
1509		10414		22		1		0		17.01.2019 0:00:00		00:00:00		1		102		
1509		10414		22		0		0		17.01.2019 0:00:00		00:00:00		1		102		
1272		11036		22		1		0		18.01.2019 0:00:00		00:00:00		1		102		
1272		11036		22		0		0		18.01.2019 0:00:00		00:00:00		1		102		
1459		11687		22		1		0		19.01.2019 0:00:00		00:00:00		1		102		
1459		11687		22		0		0		19.01.2019 0:00:00		00:00:00		1		102		
1509		11690		22		1		0		19.01.2019 0:00:00		00:00:00		1		102		
1509		11690		22		0		0		19.01.2019 0:00:00		00:00:00		1		102		
1619		11697		22		1		0		19.01.2019 0:00:00		00:00:00		1		102		
1619		11697		22		0		0		19.01.2019 0:00:00		00:00:00		1		102		
943		12290		22		1		0		20.01.2019 0:00:00		00:00:00		1		102		
943		12290		22		0		0		20.01.2019 0:00:00		00:00:00		1		102		
1619		14887		22		1		0		24.01.2019 0:00:00		00:00:00		1		102		
1619		14887		22		0		0		24.01.2019 0:00:00		00:00:00		1		102		
943		16118		22		1		0		26.01.2019 0:00:00		00:00:00		1		102		
943		16118		22		0		0		26.01.2019 0:00:00		00:00:00		1		102		
943		17394		22		1		0		28.01.2019 0:00:00		00:00:00		1		102		
943		17394		22		0		0		28.01.2019 0:00:00		00:00:00		1		102		
1459		17429		22		1		0		28.01.2019 0:00:00		00:00:00		1		102		
1459		17429		22		0		0		28.01.2019 0:00:00		00:00:00		1		102		
1509		17432		22		1		0		28.01.2019 0:00:00		00:00:00		1		102		
1509		17432		22		0		0		28.01.2019 0:00:00		00:00:00		1		102		
1658		17442		22		1		0		28.01.2019 0:00:00		00:00:00		1		102		
1658		17442		22		0		0		28.01.2019 0:00:00		00:00:00		1		102		
943		18032		22		1		0		29.01.2019 0:00:00		00:00:00		1		102		
943		18032		22		0		0		29.01.2019 0:00:00		00:00:00		1		102		
1272		18054		22		1		0		29.01.2019 0:00:00		00:00:00		1		102		
1272		18054		22		0		0		29.01.2019 0:00:00		00:00:00		1		102		
1459		18067		22		1		0		29.01.2019 0:00:00		00:00:00		1		102		
1459		18067		22		0		0		29.01.2019 0:00:00		00:00:00		1		102		
1658		18080		22		1		0		29.01.2019 0:00:00		00:00:00		1		102		
1658		18080		22		0		0		29.01.2019 0:00:00		00:00:00		1		102		
1658		18718		22		1		0		30.01.2019 0:00:00		00:00:00		1		102		
1658		18718		22		0		0		30.01.2019 0:00:00		00:00:00		1		102		
943		21222		22		1		0		03.02.2019 0:00:00		00:00:00		1		102		
943		21222		22		0		0		03.02.2019 0:00:00		00:00:00		1		102		
1272		21244		22		1		0		03.02.2019 0:00:00		00:00:00		1		102		
1272		21244		22		0		0		03.02.2019 0:00:00		00:00:00		1		102		
1658		21270		22		1		0		03.02.2019 0:00:00		00:00:00		1		102		
