---------------------------------------------------------------------------------------------------
Отчёт из журанала jReading по проекту № 101
---------------------------------------------------------------------------------------------------
IdPoint  IdCS CodTP  NumZone  ReadingMeter  DateReading     TimeReading  CodErrorReading  CodProject
---------------------------------------------------------------------------------------------------
833		1438		22		1		0		03.01.2019 0:00:00		00:00:00		1		101		
833		1438		22		0		0		03.01.2019 0:00:00		00:00:00		1		101		
467		2028		22		1		0		04.01.2019 0:00:00		00:00:00		1		101		
467		2028		22		0		0		04.01.2019 0:00:00		00:00:00		1		101		
833		2076		22		1		0		04.01.2019 0:00:00		00:00:00		1		101		
833		2076		22		0		0		04.01.2019 0:00:00		00:00:00		1		101		
516		2673		22		1		0		05.01.2019 0:00:00		00:00:00		1		101		
516		2673		22		0		0		05.01.2019 0:00:00		00:00:00		1		101		
833		3352		22		1		0		06.01.2019 0:00:00		00:00:00		1		101		
833		3352		22		0		0		06.01.2019 0:00:00		00:00:00		1		101		
467		3942		22		1		0		07.01.2019 0:00:00		00:00:00		1		101		
467		3942		22		0		0		07.01.2019 0:00:00		00:00:00		1		101		
672		3971		22		1		0		07.01.2019 0:00:00		00:00:00		1		101		
672		3971		22		0		0		07.01.2019 0:00:00		00:00:00		1		101		
833		4628		22		1		0		08.01.2019 0:00:00		00:00:00		1		101		
833		4628		22		0		0		08.01.2019 0:00:00		00:00:00		1		101		
833		5266		22		1		0		09.01.2019 0:00:00		00:00:00		1		101		
833		5266		22		0		0		09.01.2019 0:00:00		00:00:00		1		101		
833		6542		22		1		0		11.01.2019 0:00:00		00:00:00		1		101		
833		6542		22		0		0		11.01.2019 0:00:00		00:00:00		1		101		
672		7799		22		1		0		13.01.2019 0:00:00		00:00:00		1		101		
672		7799		22		0		0		13.01.2019 0:00:00		00:00:00		1		101		
516		9691		22		1		0		16.01.2019 0:00:00		00:00:00		1		101		
516		9691		22		0		0		16.01.2019 0:00:00		00:00:00		1		101		
833		9732		22		1		0		16.01.2019 0:00:00		00:00:00		1		101		
833		9732		22		0		0		16.01.2019 0:00:00		00:00:00		1		101		
467		12236		22		1		0		20.01.2019 0:00:00		00:00:00		1		101		
467		12236		22		0		0		20.01.2019 0:00:00		00:00:00		1		101		
516		12243		22		1		0		20.01.2019 0:00:00		00:00:00		1		101		
516		12243		22		0		0		20.01.2019 0:00:00		00:00:00		1		101		
672		12265		22		1		0		20.01.2019 0:00:00		00:00:00		1		101		
672		12265		22		0		0		20.01.2019 0:00:00		00:00:00		1		101		
833		12284		22		1		0		20.01.2019 0:00:00		00:00:00		1		101		
833		12284		22		0		0		20.01.2019 0:00:00		00:00:00		1		101		
516		12881		22		1		0		21.01.2019 0:00:00		00:00:00		1		101		
516		12881		22		0		0		21.01.2019 0:00:00		00:00:00		1		101		
467		14788		22		1		0		24.01.2019 0:00:00		00:00:00		1		101		
467		14788		22		0		0		24.01.2019 0:00:00		00:00:00		1		101		
516		14795		22		1		0		24.01.2019 0:00:00		00:00:00		1		101		
516		14795		22		0		0		24.01.2019 0:00:00		00:00:00		1		101		
467		15426		22		1		0		25.01.2019 0:00:00		00:00:00		1		101		
467		15426		22		0		0		25.01.2019 0:00:00		00:00:00		1		101		
672		15455		22		1		0		25.01.2019 0:00:00		00:00:00		1		101		
672		15455		22		0		0		25.01.2019 0:00:00		00:00:00		1		101		
516		16071		22		1		0		26.01.2019 0:00:00		00:00:00		1		101		
516		16071		22		0		0		26.01.2019 0:00:00		00:00:00		1		101		
